Country,hotel,is_canceled,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,iso_code,market_segment,distribution_channel,previous_cancellations,customer_type,adr
Poland,"Resort Hotel",0,2015,July,9,2,3,2,0,0,POL,"Offline TA/TO",TA/TO,0,Transient,66
France,"Resort Hotel",0,2015,July,9,2,5,2,0,0,FRA,"Offline TA/TO",TA/TO,0,Transient,91
"United Kingdom","Resort Hotel",0,2015,July,9,2,5,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Contract,94
"United Kingdom","Resort Hotel",0,2015,July,9,2,5,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Contract,119
"United Kingdom","Resort Hotel",0,2015,July,9,2,5,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Contract,135
Portugal,"Resort Hotel",0,2015,July,9,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,112
Portugal,"Resort Hotel",1,2015,July,9,2,6,2,0,0,PRT,"Online TA",TA/TO,0,Transient,118
"United States","Resort Hotel",0,2015,July,10,0,1,2,0,0,USA,Direct,Direct,0,Transient,131
Portugal,"Resort Hotel",0,2015,July,10,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,88
Portugal,"Resort Hotel",0,2015,July,10,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,74
Portugal,"Resort Hotel",0,2015,July,10,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,98
Portugal,"Resort Hotel",0,2015,July,10,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,111
Portugal,"Resort Hotel",0,2015,July,10,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,131
Portugal,"Resort Hotel",0,2015,July,10,0,2,2,1,0,PRT,"Online TA",TA/TO,0,Transient,185
Portugal,"Resort Hotel",0,2015,July,10,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,87
Portugal,"Resort Hotel",0,2015,July,10,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,74
"United Kingdom","Resort Hotel",0,2015,July,10,1,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient,120
Australia,"Resort Hotel",0,2015,July,10,1,2,2,0,0,AUS,Direct,Direct,0,Transient,98
"United Kingdom","Resort Hotel",0,2015,July,10,1,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient,96
Portugal,"Resort Hotel",0,2015,July,10,2,2,2,0,0,PRT,Direct,Direct,0,Transient-Party,197
Portugal,"Resort Hotel",0,2015,July,10,2,2,2,0,0,PRT,Direct,Direct,0,Transient-Party,197
Portugal,"Resort Hotel",1,2015,July,10,2,3,2,0,0,PRT,"Online TA",TA/TO,0,Transient,123
Poland,"Resort Hotel",0,2015,July,10,2,3,2,0,0,POL,"Online TA",TA/TO,0,Transient,82
Portugal,"Resort Hotel",0,2015,July,10,2,3,2,0,2,PRT,Direct,Direct,0,Transient,165
Estonia,"Resort Hotel",0,2015,July,10,2,3,2,2,0,EST,"Online TA",TA/TO,0,Transient,149
Portugal,"Resort Hotel",0,2015,July,10,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,107
Portugal,"Resort Hotel",0,2015,July,10,2,5,2,0,0,PRT,Direct,Direct,0,Transient,161
Portugal,"Resort Hotel",0,2015,July,10,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,134
Portugal,"Resort Hotel",0,2015,July,10,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,144
Russia,"Resort Hotel",0,2015,July,10,2,5,1,0,0,RUS,"Offline TA/TO",TA/TO,0,Transient,152
"United Kingdom","Resort Hotel",0,2015,July,10,2,5,2,1,0,GBR,"Online TA",TA/TO,0,Transient,126
Portugal,"Resort Hotel",0,2015,July,10,2,5,2,1,1,PRT,"Offline TA/TO",TA/TO,0,Transient,134
Portugal,"Resort Hotel",0,2015,July,10,2,6,3,1,0,PRT,Direct,Direct,0,Transient,160
Ireland,"Resort Hotel",0,2015,July,10,2,7,2,0,0,IRL,"Online TA",TA/TO,0,Transient,121
Portugal,"Resort Hotel",0,2015,July,10,3,7,2,0,0,PRT,"Online TA",TA/TO,0,Transient,112
"United Kingdom","Resort Hotel",0,2015,July,10,4,7,2,0,1,GBR,"Online TA",TA/TO,0,Transient,111
Denmark,"Resort Hotel",0,2015,July,10,4,9,2,0,0,DNK,"Online TA",TA/TO,0,Transient,106
"United Kingdom","Resort Hotel",0,2015,July,10,2,5,2,1,0,GBR,"Online TA",TA/TO,0,Transient,95
"United Kingdom","Resort Hotel",0,2015,July,10,2,5,2,0,0,GBR,"Online TA",TA/TO,0,Transient,109
Portugal,"Resort Hotel",1,2015,July,11,2,3,2,1,0,PRT,"Offline TA/TO",TA/TO,0,Transient,154
Spain,"Resort Hotel",0,2015,July,11,2,3,2,0,0,ESP,"Online TA",TA/TO,0,Transient,121
Portugal,"Resort Hotel",0,2015,July,11,2,4,2,0,1,PRT,Direct,TA/TO,0,Transient,91
Portugal,"Resort Hotel",1,2015,July,11,2,4,2,0,0,PRT,"Online TA",TA/TO,0,Transient,127
Portugal,"Resort Hotel",0,2015,July,11,2,4,3,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,144
Spain,"Resort Hotel",0,2015,July,11,2,4,2,0,0,ESP,"Online TA",TA/TO,0,Transient,100
Portugal,"Resort Hotel",0,2015,July,11,2,5,2,0,0,PRT,Direct,Direct,0,Transient,139
Portugal,"Resort Hotel",1,2015,July,11,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,74
"United Kingdom","Resort Hotel",0,2015,July,11,2,2,2,0,0,GBR,"Online TA",TA/TO,0,Transient,90
Portugal,"Resort Hotel",0,2015,July,11,2,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,123
"Czech Republic","Resort Hotel",0,2015,July,11,2,2,2,0,0,CZE,"Online TA",TA/TO,0,Transient,123
"United Kingdom","Resort Hotel",0,2015,July,11,0,1,1,0,0,GBR,Direct,Direct,0,Transient,123
Germany,"Resort Hotel",0,2015,July,11,0,1,2,0,0,DEU,"Online TA",TA/TO,0,Transient,145
Spain,"Resort Hotel",0,2015,July,11,0,1,2,0,0,ESP,Direct,Direct,0,Transient,153
Spain,"Resort Hotel",0,2015,July,11,0,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,131
Portugal,"Resort Hotel",0,2015,July,11,1,1,2,0,0,PRT,Corporate,Corporate,0,Transient,100
Spain,"Resort Hotel",0,2015,July,11,1,1,2,0,0,ESP,"Offline TA/TO",TA/TO,0,Transient,66
Romania,"Resort Hotel",0,2015,July,11,1,1,2,0,0,ROU,"Online TA",TA/TO,0,Transient,123
Portugal,"Resort Hotel",0,2015,July,11,2,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,123
Spain,"Resort Hotel",0,2015,July,11,2,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,131
Portugal,"Resort Hotel",0,2015,July,11,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,105
Portugal,"Resort Hotel",0,2015,July,11,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,166
Portugal,"Resort Hotel",1,2015,July,11,2,6,2,0,0,PRT,"Online TA",TA/TO,0,Transient,111
Portugal,"Resort Hotel",0,2015,July,11,2,6,2,2,0,PRT,Direct,Direct,0,Transient,214
Portugal,"Resort Hotel",0,2015,July,11,4,6,2,0,0,PRT,"Online TA",TA/TO,0,Transient,178
Portugal,"Resort Hotel",0,2015,July,11,2,5,2,0,0,PRT,Direct,Direct,0,Transient,114
Portugal,"Resort Hotel",0,2015,July,11,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,129
China,"Resort Hotel",0,2015,July,12,1,0,2,2,0,CN,"Online TA",TA/TO,0,Transient,153
Portugal,"Resort Hotel",0,2015,July,12,1,0,2,0,0,PRT,"Online TA",TA/TO,0,Transient,98
Portugal,"Resort Hotel",0,2015,July,12,2,4,2,1,0,PRT,"Online TA",TA/TO,0,Transient,169
Portugal,"Resort Hotel",1,2015,July,12,2,4,2,0,0,PRT,"Online TA",TA/TO,0,Transient,93
"United Kingdom","Resort Hotel",0,2015,July,12,2,5,2,0,0,GBR,"Online TA",TA/TO,0,Transient,132
Brazil,"Resort Hotel",0,2015,July,12,2,5,2,0,0,BRA,"Offline TA/TO",TA/TO,0,Transient,123
Portugal,"Resort Hotel",0,2015,July,12,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient-Party,117
Spain,"Resort Hotel",0,2015,July,12,2,5,2,0,1,ESP,"Offline TA/TO",TA/TO,0,Transient,149
Portugal,"Resort Hotel",1,2015,July,12,2,5,3,1,0,PRT,Direct,Direct,0,Transient,165
"United Kingdom","Resort Hotel",0,2015,July,12,2,5,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Contract,107
Portugal,"Resort Hotel",0,2015,July,12,2,5,2,0,1,PRT,"Offline TA/TO",TA/TO,0,Transient-Party,117
Portugal,"Resort Hotel",0,2015,July,12,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Contract,119
"United Kingdom","Resort Hotel",0,2015,July,12,2,5,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Transient,123
Portugal,"Resort Hotel",1,2015,July,12,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,106
"United Kingdom","Resort Hotel",0,2015,July,12,2,5,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Transient,123
Spain,"Resort Hotel",0,2015,July,12,2,5,2,0,0,ESP,"Online TA",TA/TO,0,Transient,144
Portugal,"Resort Hotel",1,2015,July,12,3,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,126
France,"Resort Hotel",0,2015,July,12,4,5,2,0,0,FRA,"Online TA",TA/TO,0,Transient,148
Portugal,"Resort Hotel",0,2015,July,12,4,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,125
"United Kingdom","Resort Hotel",0,2015,July,12,4,7,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Transient,123
"United Kingdom","Resort Hotel",0,2015,July,12,4,7,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Contract,130
Portugal,"Resort Hotel",1,2015,July,12,4,10,2,10,0,PRT,"Offline TA/TO",TA/TO,0,Contract,133
"United Kingdom","Resort Hotel",0,2015,July,12,2,5,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Transient,79
Portugal,"Resort Hotel",0,2015,July,12,1,0,2,0,0,PRT,"Online TA",TA/TO,0,Transient,80
Belgium,"Resort Hotel",0,2015,July,12,2,0,2,2,0,BEL,"Online TA",TA/TO,0,Transient,193
Spain,"Resort Hotel",0,2015,July,12,2,0,2,0,0,ESP,"Online TA",TA/TO,0,Transient,88
France,"Resort Hotel",0,2015,July,12,2,0,2,0,0,FRA,"Online TA",TA/TO,0,Transient,91
Spain,"Resort Hotel",0,2015,July,12,2,0,2,0,0,ESP,"Online TA",TA/TO,0,Transient,115
Belgium,"Resort Hotel",0,2015,July,12,2,0,2,0,0,BEL,"Online TA",TA/TO,0,Transient,120
Italy,"Resort Hotel",0,2015,July,12,2,1,2,0,0,ITA,"Offline TA/TO",TA/TO,0,Contract,80
Spain,"Resort Hotel",0,2015,July,12,2,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,118
Portugal,"Resort Hotel",1,2015,July,12,2,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,128
France,"Resort Hotel",0,2015,July,12,2,2,2,0,0,FRA,"Offline TA/TO",TA/TO,0,Transient,91
Finland,"Resort Hotel",0,2015,July,12,2,2,2,0,1,FIN,"Online TA",TA/TO,0,Transient,107
China,"Resort Hotel",0,2015,July,12,2,2,2,2,0,CN,Direct,Direct,0,Transient,130
Spain,"Resort Hotel",0,2015,July,12,2,3,2,0,0,ESP,"Offline TA/TO",TA/TO,0,Contract,123
Portugal,"Resort Hotel",1,2015,July,12,2,3,2,0,0,PRT,"Online TA",TA/TO,0,Transient,104
Ireland,"Resort Hotel",0,2015,July,12,2,3,2,2,0,IRL,"Online TA",TA/TO,0,Transient,196
Spain,"Resort Hotel",0,2015,July,12,2,3,2,0,0,ESP,"Online TA",TA/TO,0,Transient,149
Spain,"Resort Hotel",0,2015,July,13,2,5,2,0,0,ESP,"Online TA",TA/TO,0,Transient,176
Portugal,"Resort Hotel",0,2015,July,13,2,5,2,0,1,PRT,"Offline TA/TO",TA/TO,0,Transient-Party,120
Portugal,"Resort Hotel",1,2015,July,13,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,101
"United Kingdom","Resort Hotel",0,2015,July,13,2,5,2,0,0,GBR,"Online TA",TA/TO,0,Transient,101
Spain,"Resort Hotel",0,2015,July,13,1,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient-Party,82
Spain,"Resort Hotel",0,2015,July,13,1,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,74
Australia,"Resort Hotel",0,2015,July,13,1,1,2,0,0,AUS,"Online TA",TA/TO,0,Transient,118
Spain,"Resort Hotel",0,2015,July,13,1,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient-Party,82
Portugal,"Resort Hotel",0,2015,July,13,1,1,4,0,0,PRT,Direct,Direct,0,Transient,150
Spain,"Resort Hotel",0,2015,July,13,1,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,161
Spain,"Resort Hotel",0,2015,July,13,1,1,2,0,0,ESP,"Online TA",TA/TO,0,Transient,64
Portugal,"Resort Hotel",1,2015,July,13,1,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,123
"United States","Resort Hotel",0,2015,July,13,1,2,2,0,0,USA,"Online TA",TA/TO,0,Transient,110
Portugal,"Resort Hotel",0,2015,July,13,1,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,88
Spain,"Resort Hotel",0,2015,July,13,1,2,2,0,0,ESP,"Online TA",TA/TO,0,Transient,130
Portugal,"Resort Hotel",0,2015,July,13,1,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,88
Spain,"Resort Hotel",0,2015,July,13,1,2,2,0,0,ESP,Direct,Direct,0,Transient,165
Portugal,"Resort Hotel",0,2015,July,13,1,3,1,0,0,PRT,Corporate,Corporate,0,Transient,114
Portugal,"Resort Hotel",1,2015,July,13,1,4,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,80
Portugal,"Resort Hotel",1,2015,July,13,1,4,2,0,0,PRT,Direct,TA/TO,0,Transient,133
Spain,"Resort Hotel",0,2015,July,13,1,4,2,0,0,ESP,Direct,Direct,0,Transient,120
Portugal,"Resort Hotel",1,2015,July,13,1,4,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Contract,80
Portugal,"Resort Hotel",0,2015,July,13,1,4,2,0,0,PRT,Direct,Direct,0,Transient,120
Portugal,"Resort Hotel",1,2015,July,13,1,4,2,0,0,PRT,"Online TA",TA/TO,0,Transient,144
Portugal,"Resort Hotel",0,2015,July,13,1,4,2,0,0,PRT,"Online TA",TA/TO,0,Transient,107
Portugal,"Resort Hotel",1,2015,July,13,1,4,2,0,0,PRT,"Online TA",TA/TO,0,Transient,120
Spain,"Resort Hotel",0,2015,July,13,1,4,2,0,0,ESP,Direct,Direct,0,Transient,120
Portugal,"Resort Hotel",0,2015,July,13,1,4,3,0,0,PRT,Direct,Direct,0,Transient,164
Portugal,"Resort Hotel",1,2015,July,13,1,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,99
Portugal,"Resort Hotel",1,2015,July,13,1,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,131
Portugal,"Resort Hotel",0,2015,July,13,1,5,1,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,153
France,"Resort Hotel",0,2015,July,13,1,5,2,0,0,FRA,"Online TA",TA/TO,0,Transient,99
Portugal,"Resort Hotel",0,2015,July,13,2,5,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient-Party,120
Portugal,"Resort Hotel",0,2015,July,13,2,5,2,0,0,PRT,Direct,Direct,0,Transient,185
Spain,"Resort Hotel",0,2015,July,13,2,5,2,1,0,ESP,Direct,Direct,0,Transient,181
Portugal,"Resort Hotel",1,2015,July,13,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,101
Romania,"Resort Hotel",0,2015,July,13,1,0,2,0,0,ROU,"Online TA",TA/TO,0,Transient,100
Spain,"Resort Hotel",0,2015,July,13,1,3,2,0,0,ESP,"Online TA",TA/TO,0,Transient,134
Finland,"Resort Hotel",0,2015,July,13,3,5,2,0,0,FIN,"Offline TA/TO",TA/TO,0,Contract,96
"United Kingdom","Resort Hotel",0,2015,July,13,3,6,2,0,0,GBR,"Online TA",TA/TO,0,Transient,83
Portugal,"Resort Hotel",1,2015,July,14,0,1,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,106
Portugal,"Resort Hotel",0,2015,July,14,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,134
Portugal,"Resort Hotel",0,2015,July,14,0,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,8
Portugal,"Resort Hotel",0,2015,July,14,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,146
Portugal,"Resort Hotel",1,2015,July,14,0,4,2,0,0,PRT,"Online TA",TA/TO,0,Transient,126
Spain,"Resort Hotel",0,2015,July,14,0,4,2,0,0,ESP,"Online TA",TA/TO,0,Transient,111
Poland,"Resort Hotel",0,2015,July,14,0,5,2,0,0,POL,"Online TA",TA/TO,0,Transient,136
Portugal,"Resort Hotel",0,2015,July,14,0,5,2,0,0,PRT,Direct,Direct,0,Transient,102
Portugal,"Resort Hotel",0,2015,July,14,1,5,2,0,0,PRT,Direct,Direct,0,Transient-Party,127
Portugal,"Resort Hotel",0,2015,July,14,1,5,2,1,0,PRT,Direct,Direct,0,Transient-Party,162
Portugal,"Resort Hotel",0,2015,July,14,1,5,2,2,0,PRT,Direct,TA/TO,0,Transient,231
Portugal,"Resort Hotel",1,2015,July,14,2,5,1,0,0,PRT,"Online TA",TA/TO,0,Transient,66
Spain,"Resort Hotel",0,2015,July,14,2,5,2,0,0,ESP,"Online TA",TA/TO,0,Transient,180
Spain,"Resort Hotel",0,2015,July,14,2,5,2,0,0,ESP,"Online TA",TA/TO,0,Transient,169
Portugal,"Resort Hotel",1,2015,July,14,2,7,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,108
Portugal,"Resort Hotel",1,2015,July,14,2,7,2,0,0,PRT,"Online TA",TA/TO,0,Transient,97
Ireland,"Resort Hotel",0,2015,July,14,2,7,2,0,0,IRL,Direct,Direct,0,Transient,107
Ireland,"Resort Hotel",0,2015,July,14,2,9,2,0,0,IRL,"Online TA",TA/TO,0,Transient,73
Sweden,"Resort Hotel",0,2015,July,14,4,10,2,0,0,SWE,"Online TA",TA/TO,0,Transient,110
Sweden,"Resort Hotel",0,2015,July,14,4,10,2,0,0,SWE,"Online TA",TA/TO,0,Transient,110
Portugal,"Resort Hotel",0,2015,July,14,4,11,3,0,0,PRT,Direct,Direct,0,Transient,188
Portugal,"Resort Hotel",0,2015,July,14,0,1,1,0,0,PRT,Corporate,Corporate,0,Transient,134
Portugal,"Resort Hotel",1,2015,July,15,0,3,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,92
Portugal,"Resort Hotel",1,2015,July,15,0,3,2,0,0,PRT,"Online TA",TA/TO,0,Transient,132
Poland,"Resort Hotel",0,2015,July,15,2,4,2,0,0,POL,"Online TA",TA/TO,0,Transient,107
Portugal,"Resort Hotel",1,2015,July,15,2,5,2,0,0,PRT,"Online TA",TA/TO,0,Transient,132
"United Kingdom","Resort Hotel",0,2015,July,15,2,6,2,2,0,GBR,"Online TA",TA/TO,0,Transient,216
Portugal,"Resort Hotel",0,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient-Party,107
Portugal,"Resort Hotel",0,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient-Party,107
Portugal,"Resort Hotel",0,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient-Party,107
Portugal,"Resort Hotel",0,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient-Party,107
Portugal,"Resort Hotel",0,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient,107
"United Kingdom","Resort Hotel",0,2015,July,15,2,7,2,2,0,GBR,"Online TA",TA/TO,0,Transient,190
Portugal,"Resort Hotel",0,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient,107
Portugal,"Resort Hotel",0,2015,July,15,0,2,1,0,0,PRT,Groups,Direct,0,Transient-Party,94
Portugal,"Resort Hotel",1,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient-Party,0
Portugal,"Resort Hotel",0,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient-Party,99
Portugal,"Resort Hotel",0,2015,July,15,0,2,3,0,0,PRT,Groups,Direct,0,Transient-Party,148
Portugal,"Resort Hotel",0,2015,July,15,0,2,1,0,0,PRT,Groups,Direct,0,Transient-Party,94
Portugal,"Resort Hotel",0,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient,107
Portugal,"Resort Hotel",0,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient,107
Portugal,"Resort Hotel",0,2015,July,15,0,2,3,0,0,PRT,Groups,Direct,0,Transient-Party,148
Portugal,"Resort Hotel",0,2015,July,15,0,2,1,0,0,PRT,Groups,Direct,0,Transient-Party,0
Portugal,"Resort Hotel",0,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient-Party,107
Portugal,"Resort Hotel",0,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient,107
Portugal,"Resort Hotel",0,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient,107
Portugal,"Resort Hotel",0,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient-Party,107
Portugal,"Resort Hotel",0,2015,July,15,0,2,2,0,0,PRT,Groups,Direct,0,Transient-Party,99
Portugal,"Resort Hotel",1,2015,July,16,0,2,2,2,0,PRT,"Online TA",TA/TO,0,Transient,195
Denmark,"Resort Hotel",0,2015,July,16,0,2,2,0,0,DNK,"Online TA",TA/TO,0,Transient,121
Finland,"Resort Hotel",0,2015,July,16,0,1,2,0,0,FIN,"Online TA",TA/TO,0,Transient,123
Portugal,"Resort Hotel",1,2015,July,16,0,1,1,0,0,PRT,Direct,Direct,0,Transient,112
Portugal,"Resort Hotel",1,2015,July,16,0,1,2,0,0,PRT,"Online TA",TA/TO,0,Transient,123
"United States","Resort Hotel",0,2015,July,16,0,1,2,2,0,USA,"Online TA",TA/TO,0,Transient,169
Portugal,"Resort Hotel",0,2015,July,16,0,2,2,2,0,PRT,Direct,Direct,0,Transient,198
Portugal,"Resort Hotel",1,2015,July,16,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,104
Portugal,"Resort Hotel",0,2015,July,16,0,2,2,1,0,PRT,"Online TA",TA/TO,0,Transient,136
Denmark,"Resort Hotel",0,2015,July,16,0,2,2,0,0,DNK,"Online TA",TA/TO,0,Transient,104
Spain,"Resort Hotel",0,2015,July,16,0,3,2,0,0,ESP,Direct,Direct,0,Transient,184
Portugal,"Resort Hotel",1,2015,July,16,0,3,2,0,0,PRT,Direct,Direct,0,Transient,134
Portugal,"Resort Hotel",1,2015,July,16,0,3,2,0,0,PRT,"Online TA",TA/TO,0,Transient,147
Portugal,"Resort Hotel",1,2015,July,16,0,3,2,0,0,PRT,"Online TA",TA/TO,0,Transient,151
Spain,"Resort Hotel",0,2015,July,16,0,3,2,0,0,ESP,"Online TA",TA/TO,0,Transient,121
Ireland,"Resort Hotel",0,2015,July,16,2,3,2,0,0,IRL,Direct,Direct,0,Transient-Party,150
Portugal,"Resort Hotel",1,2015,July,16,2,3,2,0,0,PRT,Direct,Direct,0,Transient,139
Ireland,"Resort Hotel",0,2015,July,16,2,3,1,0,0,IRL,Direct,Direct,0,Transient-Party,150
Portugal,"Resort Hotel",0,2015,July,16,1,3,2,0,0,PRT,"Online TA",TA/TO,0,Transient,75
Portugal,"Resort Hotel",1,2015,July,16,1,3,2,0,0,PRT,"Online TA",TA/TO,0,Transient,135
Portugal,"Resort Hotel",0,2015,July,16,2,4,2,0,0,PRT,"Online TA",TA/TO,0,Transient,166
Portugal,"Resort Hotel",1,2015,July,16,2,4,2,0,0,PRT,"Online TA",TA/TO,0,Transient,135
"United Kingdom","Resort Hotel",0,2015,July,16,2,5,2,0,0,GBR,"Offline TA/TO",TA/TO,0,Contract,130
Portugal,"Resort Hotel",0,2015,July,16,2,6,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,96
Portugal,"Resort Hotel",0,2015,July,16,4,10,1,0,0,PRT,Direct,Direct,0,Transient,160
Portugal,"Resort Hotel",0,2015,July,17,0,0,2,0,0,PRT,"Online TA",TA/TO,0,Transient,0
Portugal,"Resort Hotel",0,2015,July,17,0,2,2,0,0,PRT,Direct,Direct,0,Transient,127
Portugal,"Resort Hotel",0,2015,July,17,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,164
Portugal,"Resort Hotel",0,2015,July,17,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,145
Portugal,"Resort Hotel",0,2015,July,17,0,2,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,112
Portugal,"Resort Hotel",1,2015,July,17,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,134
Portugal,"Resort Hotel",1,2015,July,17,0,2,2,0,0,PRT,Direct,Direct,0,Transient,127
Spain,"Resort Hotel",0,2015,July,17,0,2,2,0,0,ESP,"Online TA",TA/TO,0,Transient,156
Portugal,"Resort Hotel",1,2015,July,17,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,111
Portugal,"Resort Hotel",0,2015,July,17,0,2,2,0,0,PRT,Direct,Direct,0,Transient,145
Spain,"Resort Hotel",0,2015,July,17,0,2,2,0,0,ESP,Direct,Direct,0,Transient,145
Portugal,"Resort Hotel",0,2015,July,17,0,2,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,123
Portugal,"Resort Hotel",0,2015,July,17,0,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,121
Portugal,"Resort Hotel",1,2015,July,17,0,2,1,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient,108
Portugal,"Resort Hotel",1,2015,July,17,1,2,2,0,0,PRT,"Online TA",TA/TO,0,Transient,121
Portugal,"Resort Hotel",0,2015,July,17,2,3,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient-Party,107
Portugal,"Resort Hotel",0,2015,July,17,2,3,2,1,0,PRT,"Offline TA/TO",TA/TO,0,Transient-Party,134
Spain,"Resort Hotel",0,2015,July,17,2,3,2,0,0,ESP,Direct,Direct,0,Transient,104
Portugal,"Resort Hotel",0,2015,July,17,2,3,1,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient-Party,85
Portugal,"Resort Hotel",0,2015,July,17,2,3,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient-Party,107
Portugal,"Resort Hotel",0,2015,July,17,2,3,1,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient-Party,107
Portugal,"Resort Hotel",0,2015,July,17,2,3,1,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient-Party,85
Portugal,"Resort Hotel",0,2015,July,17,2,3,2,0,0,PRT,"Offline TA/TO",TA/TO,0,Transient-Party,107
Portugal,"Resort Hotel",0,2015,July,17,2,3,3,1,0,PRT,Direct,Direct,0,Transient,195
Portugal,"Resort Hotel",0,2015,July,17,2,4,2,0,0,PRT,"Online TA",TA/TO,0,Transient,164
Spain,"Resort Hotel",0,2015,July,17,2,5,2,2,0,ESP,Direct,Direct,0,Transient,195
